X,Y,OBJECTID,project,Farm,Lat,Long,Depth,Depthcode,pH,N,OC,P,Ca,Mg,K,Na,Zn,Cu,Mn,Fe
7.89990000000006,6.72975000000002,1,Arkard Farms Benue, ,6.72975,7.8999,0-20 cm,1,6.7,0.163062,1.719164,2.71696,431.3064,46.22952,68.582573,16.43488,18.268112,7.00083,57.44197,150.795478
7.89990000000006,6.72975000000002,2,Arkard Farms Benue, ,6.72975,7.8999,20-40 cm,2,6.5,0.129705,1.492299,2.14004,431.3064,125.91936,46.749524,19.34852,9.118514,5.824685,46.523132,64.705912
7.90175000000005,6.72823000000005,3,Arkard Farms Benue, ,6.72823,7.90175,0-20 cm,1,6.4,0.111113,1.353652,1.2426,1007.1446,230.90772,46.749524,20.02334,13.693313,4.64854,70.156151,150.795478
7.90175000000005,6.72823000000005,4,Arkard Farms Benue, ,6.72823,7.90175,20-40 cm,2,6.6,0.136769,1.676039,1.87508,887.1782,222.05328,24.916084,20.17675,27.417709,4.64854,62.481434,86.228303
7.90176000000002,6.72687000000008,5,Arkard Farms Benue, ,6.72687,7.90176,0-20 cm,1,6.7,0.141414,1.430896,2.6144,1762.932,347.28024,46.749524,20.02334,9.118514,5.824685,46.73311,193.840261
7.90176000000002,6.72687000000008,6,Arkard Farms Benue, ,6.72687,7.90176,20-40 cm,2,6.9,0.12059,1.564003,1.87508,1984.8696,405.04488,68.582573,18.91957,18.268112,5.824685,81.242971,126.240971
7.90328000000005,6.72693000000004,7,Arkard Farms Benue, ,6.72693,7.90328,0-20 cm,1,6.8,0.088211,1.144391,1.40072,1738.9388,310.59756,46.749524,20.17675,27.417709,4.64854,58.071903,129.273086
7.90328000000005,6.72693000000004,8,Arkard Farms Benue, ,6.72693,7.90328,20-40 cm,2,6.8,0.131229,1.139841,1.87508,479.293,87.97188,68.582573,19.34852,13.693313,4.64854,47.782998,150.795478
7.90226000000007,6.72498000000007,9,Arkard Farms Benue, ,6.72498,7.90226,0-20 cm,1,5.6,0.107975,0.952224,6.25116,335.3334,61.40856,90.416013,20.17675,9.118514,3.472395,40.591297,150.795478
7.90226000000007,6.72498000000007,10,Arkard Farms Benue, ,6.72498,7.90226,20-40 cm,2,5.1,0.089515,0.883948,1.71696,707.2288,149.95284,68.582573,19.34852,18.268112,4.64854,99.857456,107.750695
7.90045000000003,6.72665000000006,11,Arkard Farms Benue, ,6.72665,7.90045,0-20 cm,1,5.8,0.116564,1.332988,1.19132,659.2424,211.93392,46.749524,18.91957,13.693313,3.472395,91.248373,129.273086
7.90045000000003,6.72665000000006,12,Arkard Farms Benue, ,6.72665,7.90045,20-40 cm,2,6.1,0.147245,1.892928,1.2426,1846.9084,426.48084,91.510422,18.95959,18.268112,2.29625,46.943087,129.273086
7.89948000000004,6.72736000000003,13,Arkard Farms Benue, ,6.72736,7.89948,0-20 cm,1,6.1,0.093727,0.818225,1.19132,2362.7634,568.6344,47.68636,13.23029,9.118514,3.472395,53.452395,193.840261
7.89948000000004,6.72736000000003,14,Arkard Farms Benue, ,6.72736,7.89948,20-40 cm,2,6.5,0.062596,0.533696,1.0332,227.3638,64.75092,69.598391,16.39532,13.693313,2.29625,73.851758,172.317869
7.89924000000002,6.72487000000007,15,Arkard Farms Benue, ,6.72487,7.89924,0-20 cm,1,5.5,0.077809,0.809226,2.14004,215.3672,74.90472,69.598391,14.15029,9.118514,3.472395,29.504477,193.840261
7.89924000000002,6.72487000000007,16,Arkard Farms Benue, ,6.72487,7.89924,20-40 cm,2,5.4,0.079012,0.825572,1.98192,323.3368,132.01992,91.510422,16.39532,22.842911,2.29625,18.417657,150.795478
7.90126000000004,6.72321000000005,17,Arkard Farms Benue, ,6.72321,7.90126,0-20 cm,1,5.3,0.099328,1.050093,1.19132,347.33,96.48156,69.598391,18.12124,54.866502,2.29625,33.200084,215.362652
7.90126000000004,6.72321000000005,18,Arkard Farms Benue, ,6.72321,7.90126,20-40 cm,2,5.3,0.10511,0.971558,1.71696,515.2828,54.597,47.68636,16.39532,13.693313,4.64854,40.591297,172.317869
7.90344000000005,6.72325000000006,19,Arkard Farms Benue, ,6.72325,7.90344,0-20 cm,1,5.3,0.075116,0.837372,1.19132,443.303,74.90472,47.68636,14.15029,13.693313,2.29625,18.417657,107.750695
7.90344000000005,6.72325000000006,20,Arkard Farms Benue, ,6.72325,7.90344,20-40 cm,2,5.2,0.074657,1.108468,1.71696,191.3738,35.55864,69.598391,19.32759,13.693313,2.29625,11.026443,107.750695
7.90381000000002,6.72124000000002,21,Arkard Farms Benue, ,6.72124,7.90381,0-20 cm,1,5.7,0.088984,1.054583,1.34944,167.3806,39.36636,91.510422,20.0146,18.268112,4.64854,7.330836,86.228303
7.90381000000002,6.72124000000002,22,Arkard Farms Benue, ,6.72124,7.90381,20-40 cm,2,5.7,0.081746,0.858719,4.1956,179.3772,26.67408,91.510422,19.32759,13.693313,2.29625,22.113263,172.317869
7.96123000000006,6.72117000000003,23,Arkard Farms Benue, ,6.72117,7.96123,0-20 cm,1,5.3,0.076234,0.877705,1.50756,95.4008,10.17408,69.598391,20.0146,22.842911,5.824685,14.72205,64.705912
7.96123000000006,6.72117000000003,24,Arkard Farms Benue, ,6.72117,7.96123,20-40 cm,2,5.1,0.094982,0.91538,6.09304,251.357,58.40472,113.422453,19.32759,9.118514,5.824685,40.591297,64.705912
7.89884000000006,6.72118000000006,25,Arkard Farms Benue, ,6.72118,7.89884,0-20 cm,1,5.2,0.069263,1.023555,1.0332,287.3468,52.05864,47.68636,20.0146,13.693313,2.29625,7.330836,43.18352
7.89884000000006,6.72118000000006,26,Arkard Farms Benue, ,6.72118,7.89884,20-40 cm,2,5.1,0.082667,0.852515,1.0332,71.4076,5.09712,69.598391,16.39532,9.118514,3.472395,7.330836,129.273086
7.90011000000004,6.71867000000003,27,Arkard Farms Benue, ,6.71867,7.90011,0-20 cm,1,4.8,0.091818,1.213815,0.55884,23.421,2.55876,47.68636,18.12124,18.268112,4.64854,11.026443,107.750695
7.90011000000004,6.71867000000003,28,Arkard Farms Benue, ,6.71867,7.90011,20-40 cm,2,4.9,0.104197,1.025594,1.19132,815.1984,143.44296,69.598391,20.18227,13.693313,4.64854,44.286904,107.750695
7.90184000000005,6.71693000000005,29,Arkard Farms Benue, ,6.71693,7.90184,0-20 cm,1,5.1,0.104741,1.178176,1.40072,767.212,130.75068,69.598391,19.8306,9.118514,5.824685,44.286904,215.362652
7.90184000000005,6.71693000000005,30,Arkard Farms Benue, ,6.71693,7.90184,20-40 cm,2,5,0.095664,0.956805,1.19132,527.2794,68.55852,179.158546,20.18227,13.693313,4.64854,14.72205,107.750695
7.90359000000007,6.71555000000006,31,Arkard Farms Benue, ,6.71555,7.90359,0-20 cm,1,5.2,0.083908,1.097297,1.34944,371.3232,40.5948,91.20857,19.30804,9.118514,2.29625,11.026443,172.317869
7.90359000000007,6.71555000000006,32,Arkard Farms Benue, ,6.71555,7.90359,20-40 cm,2,5.2,0.066584,0.711244,1.40072,227.3638,40.5948,134.916114,18.9842,18.268112,3.472395,14.72205,86.228303
7.90486000000004,6.71749000000005,33,Arkard Farms Benue, ,6.71749,7.90486,0-20 cm,1,5.5,0.076399,0.971816,1.08448,299.3434,31.71744,69.354798,19.83819,13.693313,5.824685,7.330836,64.705912
7.90486000000004,6.71749000000005,34,Arkard Farms Benue, ,6.71749,7.90486,20-40 cm,2,5.3,0.086938,0.897419,1.08448,95.4008,63.42228,47.501026,18.10077,9.118514,4.64854,29.504477,107.750695
7.90462000000002,6.71997000000005,35,Arkard Farms Benue, ,6.71997,7.90462,0-20 cm,1,4.6,0.057765,0.918038,1.8238,83.4042,110.3454,47.501026,19.30804,13.693313,4.64854,14.72205,129.273086
7.90462000000002,6.71997000000005,36,Arkard Farms Benue, ,6.71997,7.90462,20-40 cm,2,4.6,0.073025,0.701241,1.50756,215.3672,39.32652,69.354798,16.37784,9.118514,3.472395,25.80887,64.705912
7.90238000000005,6.71958000000006,37,Arkard Farms Benue, ,6.71958,7.90238,0-20 cm,1,5.3,0.058582,0.846335,1.40072,155.384,30.44916,47.501026,19.30804,13.693313,2.29625,11.026443,150.795478
7.90238000000005,6.71958000000006,38,Arkard Farms Benue, ,6.71958,7.90238,20-40 cm,2,5.3,0.101182,1.151075,1.50756,383.3198,68.49504,69.354798,16.37784,18.268112,4.64854,47.982511,86.228303
7.90000000000003,6.71968000000004,39,Arkard Farms Benue, ,6.71968,7.9,0-20 cm,1,5.3,0.082772,0.978246,1.8238,323.3368,59.61768,69.354798,20.00011,9.118514,3.472395,7.330836,150.795478
7.90000000000003,6.71968000000004,40,Arkard Farms Benue, ,6.71968,7.9,20-40 cm,2,5.2,0.079135,0.834553,1.66568,203.3704,11.42628,91.20857,20.17675,22.842911,5.824685,88.634185,129.273086
7.09701700000005,5.41526700000003,41,Imo State Farms, ,5.415267,7.097017,0-15 cm,1,5,0.053089,0.653598,29.29956,111.238,17.7492,36.428297,16.88154,132.782239,3.472395,3.399783,72.733945
7.09701700000005,5.41526700000003,42,Imo State Farms, ,5.415267,7.097017,15-30 cm,2,5.1,0.039559,0.526743,9.78846,93.8854,10.78896,21.912031,19.33909,152.910658,3.472395,2.428955,64.662561
7.09711700000003,5.41496700000005,43,Imo State Farms, ,5.414967,7.097117,0-15 cm,1,5.1,0.065306,0.712149,90.0627,198.0014,35.14992,36.428297,19.33909,24.759723,1.708178,5.341439,70.043484
7.09711700000003,5.41496700000005,44,Imo State Farms, ,5.414967,7.097117,15-30 cm,2,5.1,0.051089,0.497419,47.50992,111.238,28.18968,50.944954,16.88154,57.636141,3.472395,4.370611,70.043484
7.09716700000007,5.41483300000004,45,Imo State Farms, ,5.414833,7.097167,0-15 cm,1,5.2,0.064466,0.601909,33.75924,198.0014,42.11016,79.978268,20.20435,42.8753,5.236613,3.885197,64.662561
7.09716700000007,5.41483300000004,46,Imo State Farms, ,5.414833,7.097167,15-30 cm,2,5.1,0.039726,0.510033,1.42656,93.8854,24.70956,21.912031,20.20435,63.674666,3.472395,2.914369,45.829333
7.09720000000004,5.41446700000006,47,Imo State Farms, ,5.414467,7.0972,0-15 cm,1,4.8,0.054506,0.590215,79.65678,76.5328,24.70956,36.428297,19.47732,31.469196,5.236613,3.885197,86.186251
7.09720000000004,5.41446700000006,48,Imo State Farms, ,5.414467,7.0972,15-30 cm,2,4.8,0.047331,0.488076,26.14062,59.18,28.18968,21.912031,19.33909,48.242878,5.236613,2.428955,78.114867
7.09728300000006,5.41391700000003,49,Imo State Farms, ,5.413917,7.097283,0-15 cm,1,5.2,0.03858,0.373231,34.13088,232.7066,42.11016,36.428297,19.33909,52.93951,5.236613,3.399783,70.043484
7.09728300000006,5.41391700000003,50,Imo State Farms, ,5.413917,7.097283,15-30 cm,2,4.9,0.051334,0.679113,2.54148,76.5328,31.6698,36.428297,19.33909,50.25572,3.472395,2.428955,45.829333
7.09636700000004,5.41498300000006,51,Imo State Farms, ,5.414983,7.096367,0-15 cm,1,4.9,0.043631,0.506753,10.34592,41.8274,14.26908,21.912031,20.20435,27.443512,5.236613,5.341439,53.900716
7.09636700000004,5.41498300000006,52,Imo State Farms, ,5.414983,7.096367,15-30 cm,2,5,0.04885,0.512101,1.42656,24.4748,7.30884,123.527848,19.33909,25.43067,5.236613,3.885197,48.519794
7.09635000000003,5.41475000000003,53,Imo State Farms, ,5.41475,7.09635,0-15 cm,1,4.7,0.040926,0.582037,12.9474,24.4748,10.78896,36.428297,16.88154,30.798248,7.00083,4.370611,61.9721
7.09635000000003,5.41475000000003,54,Imo State Farms, ,5.41475,7.09635,15-30 cm,2,4.5,0.046948,0.4982,1.61238,41.8274,7.30884,36.428297,20.20435,28.785406,7.00083,3.885197,53.900716
7.09640000000007,5.41446700000006,55,Imo State Farms, ,5.414467,7.0964,0-15 cm,1,4.8,0.034713,0.423737,45.83754,7.1222,21.22944,79.978268,19.33909,26.101617,5.236613,3.885197,56.591178
7.09640000000007,5.41446700000006,56,Imo State Farms, ,5.414467,7.0964,15-30 cm,2,5,0.049239,0.426778,18.522,41.8274,14.26908,36.428297,19.33909,37.507721,7.00083,3.399783,43.138871
7.09643300000005,5.41420000000005,57,Imo State Farms, ,5.4142,7.096433,0-15 cm,1,4.9,0.03888,0.491228,29.85702,24.4748,17.7492,50.944954,19.47732,24.759723,8.765048,3.885197,67.353022
7.09643300000005,5.41420000000005,58,Imo State Farms, ,5.4142,7.096433,15-30 cm,2,5,0.038597,0.474992,1.61238,41.8274,17.7492,65.461611,20.20435,34.823932,8.765048,3.885197,40.44841
7.09651700000006,5.41380000000004,59,Imo State Farms, ,5.4138,7.096517,0-15 cm,1,5,0.056723,0.587227,77.61276,111.238,31.6698,50.944954,19.47732,32.81109,7.00083,4.370611,115.781325
7.09651700000006,5.41380000000004,60,Imo State Farms, ,5.4138,7.096517,15-30 cm,2,5,0.033464,0.437114,30.6003,93.8854,24.3432,109.39398,17.158,56.965193,10.529265,3.885197,78.114867
7.36666700000006,5.11666700000006,61,South East,Aba,5.116667,7.366667,0-20 cm,1,4.5,0.09,1.29,36,292,80.4,31.28,20.7,2.48,0.72,6.97,28
7.36666700000006,5.11666700000006,62,South East,Aba,5.116667,7.366667,20-50 cm,2,5,0.08,1.1,20,280,36,23.46,11.5,3.14,0.31,3.86,15
6.98333300000007,6.18333300000006,63,South East,Abagana,6.183333,6.983333,0-20 cm,1,5.6,0.04,0.7,2,200,60,78.2,13.8,2.7,0.87,3.4,20
6.98333300000007,6.18333300000006,64,South East,Abagana,6.183333,6.983333,20-50 cm,2,5.6,0.05,0.4,4,220,48,39.1,16.1,1.61,0.82,90,25
7.78333300000003,4.98333300000007,65,South East,Abak,4.983333,7.783333,0-20 cm,1,4.9,0.13,1.29,69,240,18,31.28,48.3,26,2.05,1.48,26
7.78333300000003,4.98333300000007,66,South East,Abak,4.983333,7.783333,20-50 cm,2,4.5,0.07,0.87,42,208,25.2,19.55,25.3,20.5,1.35,1.32,21
8.10000000000002,6.33333300000004,67,South East,Abakiliki,6.333333,8.1,0-20 cm,1,6,0.09,0.95,14,820,344.4,160.31,29.9,4.85,5.54,26.1,21
8.10000000000002,6.33333300000004,68,South East,Abakiliki,6.333333,8.1,20-50 cm,2,5.4,0.06,0.8,5.6,560,187.2,117.3,23,2.02,2.7,20,12.5
6.98333300000007,6.33333300000004,69,South East,Achalla,6.333333,6.983333,0-20 cm,1,5.4,0.1,2,1.5,200,312,78.2,46,9.3,3.4,15,18
6.98333300000007,6.33333300000004,70,South East,Achalla,6.333333,6.983333,20-50 cm,2,5.2,0.1,1.8,1.5,160,252,78.2,46,7,2.1,8,12
7.55000000000007,6.31666700000005,71,South East,Agbani,6.316667,7.55,0-20 cm,1,5.3,0.06,0.4,4,160,48,78.2,46,2,3.6,4,25.1
7.55000000000007,6.31666700000005,72,South East,Agbani,6.316667,7.55,20-50 cm,2,5.3,0.04,0.2,2,80,24,78.2,46,1.88,3.6,1.8,30
7.05000000000007,6.10000000000002,73,South East,Agulu,6.1,7.05,0-20 cm,1,4.5,0.06,0.92,11,254,96,19.55,11.5,1.47,0.87,10.8,18.1
7.05000000000007,6.10000000000002,74,South East,Agulu,6.1,7.05,20-50 cm,2,5,0.05,0.74,7,168,51.6,11.73,11.5,0.68,0.61,6.9,14.7
7.30000000000007,5.55000000000007,75,South East,Aguneze,5.55,7.3,0-20 cm,1,5,0.07,0.87,19,200,48,23.46,13.8,3.7,1,4,30
7.30000000000007,5.55000000000007,76,South East,Aguneze,5.55,7.3,20-50 cm,2,4.5,0.05,0.6,10.5,186,49.2,15.64,6.9,3.2,2.1,8,20
7.66666700000007,5.19666700000005,77,South East,Akaeze,5.196667,7.666667,0-20 cm,1,5.5,0.04,0.6,3,120,144,195.5,46,11,7.4,30.1,18.9
7.66666700000007,5.19666700000005,78,South East,Akaeze,5.196667,7.666667,20-50 cm,2,5.4,0.08,0.5,3,400,360,156.4,23,6.3,4.7,20,24
7.83333000000005,5.46666700000003,79,South East,Amakama,5.466667,7.83333,0-20 cm,1,5.5,0.11,1.28,38,268,104.4,23.46,18.4,3.82,0.81,6.97,26
7.83333000000005,5.46666700000003,80,South East,Amakama,5.466667,7.83333,20-50 cm,2,5,0.09,1,16,184,86.4,15.64,9.2,1.62,0.74,3.67,28
6.93333300000006,6.46666700000003,81,South East,Anaku,6.466667,6.933333,0-20 cm,1,5.5,0.14,1,6,240,12,391,23,3.31,2.2,11,20
6.93333300000006,6.46666700000003,82,South East,Anaku,6.466667,6.933333,20-50 cm,2,5.5,0.12,0.8,4,200,96,312.8,23,18,1.6,5,17
6.75000000000006,6.33333300000004,83,South East,Anam,6.333333,6.75,0-20 cm,1,5.1,0.04,0.5,3,212,108,58.65,20.7,5.36,3.86,20.4,18
6.75000000000006,6.33333300000004,84,South East,Anam,6.333333,6.75,20-50 cm,2,4.5,0.02,0.03,0.5,96,68.4,46.92,16.1,3.11,2.4,8.7,14.8
7.08333300000004,6.21666700000003,85,South East,Awka,6.216667,7.083333,0-20 cm,1,5,0.1,1.27,10.6,256,98.4,35.19,23,2.72,9.65,28.6,0.78
7.08333300000004,6.21666700000003,86,South East,Awka,6.216667,7.083333,20-50 cm,2,4.7,0.08,1.15,8.41,186,84,27.37,6.9,2.51,5.18,26.8,0.69
7.63333300000005,5.56666700000005,87,South East,Bende,5.566667,7.633333,0-20 cm,1,5.6,0.11,1.25,5.47,402,151.2,140.76,13.8,8.99,25.1,23.8,5.78
7.63333300000005,5.56666700000005,88,South East,Bende,5.566667,7.633333,20-50 cm,2,5,0.09,0.98,3.8,380,99.6,113.39,27.6,6.28,20,21.7,3.59
8.31666700000005,4.95000000000005,89,South East,Calabar,4.95,8.316667,0-20 cm,1,4.9,0.12,1.34,87,300,72,39.1,50.6,27,2.2,1.4,23
8.31666700000005,4.95000000000005,90,South East,Calabar,4.95,8.316667,20-50 cm,2,4.9,0.09,0.95,62,440,360,31.28,50.6,18.3,1.87,1.4,18
7.45000000000005,6.83333300000004,91,South East,Ehalmona,6.833333,7.45,0-20 cm,1,5.2,0.1,1.38,16,268,93.6,35.19,11.5,3.21,10,30,0.74
7.45000000000005,6.83333300000004,92,South East,Ehalmona,6.833333,7.45,20-50 cm,2,4.9,0.06,1.09,8.01,200,64.8,19.55,13.8,2.5,4.81,27.4,0.6
6.81416700000005,5.10166700000002,93,South East,Elele,5.101667,6.814167,0-20 cm,1,4.7,0.08,1.01,12,286,60,39.1,20.7,10.5,1.37,5.31,26
6.81416700000005,5.10166700000002,94,South East,Elele,5.101667,6.814167,20-50 cm,2,4.5,0.06,1,7,250,60,35.19,9.2,9,0.58,2.7,19.4
7.56666700000005,6.48333300000007,95,South East,Emene,6.483333,7.566667,0-20 cm,1,5.3,0.03,0.5,2,200,96,117.3,23,11.1,2.84,19,32
7.56666700000005,6.48333300000007,96,South East,Emene,6.483333,7.566667,20-50 cm,2,5.1,0.02,0.4,1,160,96,117.3,23,6.3,1.1,23,30
7.48333300000007,6.43333300000006,97,South East,Enugu,6.433333,7.483333,0-20 cm,1,5,0.13,0.98,6.54,454,190.8,78.2,23,9.47,28,24,4.87
7.48333300000007,6.43333300000006,98,South East,Enugu,6.433333,7.483333,20-50 cm,2,4.8,0.08,0.85,4.8,420,163.2,54.74,27.6,7.51,16.4,22.9,3.25
7.85000000000002,4.83333300000004,99,South East,Etinan,4.833333,7.85,0-20 cm,1,4.8,0.1,1.25,95,590,192,31.28,27.6,24,2.9,9.2,2.6
7.85000000000002,4.83333300000004,100,South East,Etinan,4.833333,7.85,20-50 cm,2,4.5,0.08,1.06,48,200,108,23.46,20.7,13.8,2.4,5.3,20.5
7.96666700000003,6.40000000000003,101,South East,Ezzamgb,6.4,7.966667,0-20 cm,1,5.2,0.1,0.96,2.1,620,252,125.12,32.2,7,3.9,29,21
7.96666700000003,6.40000000000003,102,South East,Ezzamgb,6.4,7.966667,20-50 cm,2,5,0.05,0.61,0.72,400,144,105.57,25.3,6.47,3.87,28,20
7.70000000000005,6.78333300000003,103,South East,Ikem,6.783333,7.7,0-20 cm,1,5.5,0.14,1.68,3.5,270,168,86.02,29.9,10.8,5.4,20,26
7.70000000000005,6.78333300000003,104,South East,Ikem,6.783333,7.7,20-50 cm,2,5,0.11,1.3,1.5,258,78,70.38,13.8,5.1,3.2,5.87,15.3
7.75000000000006,6.81666700000005,105,South East,IkemNkwo,6.816667,7.75,0-20 cm,1,5.6,0.12,2.1,4,280,216,78.2,27.6,2.3,0.56,1.82,30
7.75000000000006,6.81666700000005,106,South East,IkemNkwo,6.816667,7.75,20-50 cm,2,5.6,0.06,1.2,2,200,144,78.2,18.4,1.67,0.6,2.5,17
7.85000000000002,5.00000000000006,107,South East,Ikono,5,7.85,0-20 cm,1,5.8,0.21,6,2,4000,822,148.58,48.3,4.9,1.5,1.5,10.3
7.85000000000002,5.00000000000006,108,South East,Ikono,5,7.85,20-50 cm,2,5.9,0.11,2.4,0.5,3400,1032,121.21,69,7,1.8,1.8,22
7.81666700000005,4.58333300000004,109,South East,Ikot Abasi,4.583333,7.816667,0-20 cm,1,5,0.09,4,0.5,240,18,78.2,69,6.3,1.1,10,51
7.81666700000005,4.58333300000004,110,South East,Ikot Abasi,4.583333,7.816667,20-50 cm,2,4.5,0.07,2.2,0.3,200,24,50.83,23,5.2,1.2,4,32
7.71666700000003,5.16666700000007,111,South East,Ikot-Ekpe.,5.166667,7.716667,0-20 cm,1,4.5,0.13,2.05,96,342,78,54.74,27.6,26.3,2.36,2.4,21
7.71666700000003,5.16666700000007,112,South East,Ikot-Ekpe.,5.166667,7.716667,20-50 cm,2,4.5,0.08,1.2,45,336,60,19.55,16.1,24,1.81,1.4,14
8.33333300000004,5.08333300000004,113,South East,IkotEkpo,5.083333,8.333333,0-20 cm,1,4.9,0.13,0.76,7.2,300,60,66.47,50.6,27,2.2,1.4,23
8.33333300000004,5.08333300000004,114,South East,IkotEkpo,5.083333,8.333333,20-50 cm,2,4.9,0.1,0.44,6,1200,360,46.92,50.6,29,2.2,1.4,19
7.56666700000005,5.95000000000005,115,South East,Ishiagu,5.95,7.566667,0-20 cm,1,5.3,0.1,1.25,7.25,462,141.6,125.12,18.4,10.2,23.4,25,6.11
7.56666700000005,5.95000000000005,116,South East,Ishiagu,5.95,7.566667,20-50 cm,2,5.1,0.08,0.76,4.31,368,104.4,93.84,4.6,7.12,20,20.1,4.5
7.50000000000006,5.73333300000007,117,South East,Isikwato,5.733333,7.5,0-20 cm,1,4.5,0.08,1.09,10.7,216,80.4,23.46,11.5,2.1,1.05,11,34.5
7.50000000000006,5.73333300000007,118,South East,Isikwato,5.733333,7.5,20-50 cm,2,4,0.06,0.92,8.5,144,70.8,11.73,9.2,2.1,0.83,3.87,18
8.35000000000002,5.96666700000003,119,South East,Iyamoyon,5.966667,8.35,0-20 cm,1,5.3,0.08,1.2,12.7,4000,1020,175.95,124.2,27,3,75,4.3
8.35000000000002,5.96666700000003,120,South East,Iyamoyon,5.966667,8.35,20-50 cm,2,5.2,0.06,0.72,5,1400,396,199.41,154.1,8,2.6,19,3
7.45000000000005,6.11666700000006,121,South East,Maku,6.116667,7.45,0-20 cm,1,5,0.2,2.3,8,500,432,391,230,1.25,1,17.5,26
7.45000000000005,6.11666700000006,122,South East,Maku,6.116667,7.45,20-50 cm,2,5.4,0.2,0.9,0.5,1720,468,586.5,115,1.84,0.84,23,18
7.31666700000005,6.30000000000007,123,South East,Nachi,6.3,7.316667,0-20 cm,1,5.2,0.05,1.2,4,160,144,78.2,13.8,2.59,0.88,4.8,22
7.31666700000005,6.30000000000007,124,South East,Nachi,6.3,7.316667,20-50 cm,2,5.1,0.05,0.7,4,120,144,78.2,9.2,1.36,0.93,3.45,27
7.08333300000004,6.05000000000007,125,South East,Nanka,6.05,7.083333,0-20 cm,1,4.4,0.08,0.86,9.25,186,85.2,19.55,13.8,1.84,1.08,4.93,14.3
7.08333300000004,6.05000000000007,126,South East,Nanka,6.05,7.083333,20-50 cm,2,4,0.05,0.72,6,152,42,11.73,6.9,0.79,0.16,2.47,16
7.16666700000007,5.33333300000004,127,South East,Ngor.Okp.,5.333333,7.166667,0-20 cm,1,5,0.13,1.32,25,304,115.2,31.28,18.4,2,1.2,6.54,33.4
7.16666700000007,5.33333300000004,128,South East,Ngor.Okp.,5.333333,7.166667,20-50 cm,2,4.5,0.09,0.93,18,208,84,23.46,9.2,3.5,0.88,3.91,25
7.23333300000007,5.48333300000007,129,South East,Nguru,5.483333,7.233333,0-20 cm,1,4.7,0.08,0.86,28,230,64.8,27.37,9.2,2.5,1.85,10.1,23.3
7.23333300000007,5.48333300000007,130,South East,Nguru,5.483333,7.233333,20-50 cm,2,4.5,0.06,0.79,13,220,60,19.55,4.6,4.8,1.38,5,17.8
7.43333300000006,6.41666700000007,131,South East,Ngwo,6.416667,7.433333,0-20 cm,1,4.6,0.06,0.84,11.6,194,68.4,19.55,9.2,1.66,0.95,5,12.5
7.43333300000006,6.41666700000007,132,South East,Ngwo,6.416667,7.433333,20-50 cm,2,4,0.06,0.7,7.9,142,51.6,15.64,4.6,1.05,0.63,1.84,19.6
7.76666700000004,6.48333300000007,133,South East,Nkalagu,6.483333,7.766667,0-20 cm,1,5.4,0.1,1.2,5.81,396,103.2,129.03,16.1,9.36,27.7,23.6,5.94
7.76666700000004,6.48333300000007,134,South East,Nkalagu,6.483333,7.766667,20-50 cm,2,5.2,0.08,0.85,4.1,368,78,78.2,20.7,5.4,24.6,18.7,3.48
7.83333300000004,5.38333300000005,135,South East,Nkana,5.383333,7.833333,0-20 cm,1,5.2,0.1,1.57,48.9,378,109.2,35.19,18.4,2.82,9.5,29.5,0.8
7.83333300000004,5.38333300000005,136,South East,Nkana,5.383333,7.833333,20-50 cm,2,4.9,0.09,1.4,35,328,86.4,23.46,13.8,2.51,5.8,24.8,0.72
7.08333300000004,5.98333300000007,137,South East,Nkpologu,5.983333,7.083333,0-20 cm,1,5,0.04,1.2,4,300,48,78.2,46,5.1,1.19,2.67,31
7.08333300000004,5.98333300000007,138,South East,Nkpologu,5.983333,7.083333,20-50 cm,2,4.7,0.04,1,3,100,60,78.2,23,4,1.06,5.2,21
6.83333300000004,6.21666700000003,139,South East,Nkwelle,6.216667,6.833333,0-20 cm,1,5,0.06,0.95,11,256,94.8,39.1,20.7,3.24,0.74,11.4,23.1
6.83333300000004,6.21666700000003,140,South East,Nkwelle,6.216667,6.833333,20-50 cm,2,4.5,0.04,0.72,7.5,130,50.4,31.28,11.5,0.89,0.68,7.3,18.4
6.91666700000007,6.01666700000004,141,South East,Nnewi,6.016667,6.916667,0-20 cm,1,4.5,0.1,1.64,35,264,91.2,19.55,13.8,2.84,1.05,8.34,30
6.91666700000007,6.01666700000004,142,South East,Nnewi,6.016667,6.916667,20-50 cm,2,4.8,0.09,0.83,12.5,194,60,15.64,6.9,1.93,0.55,5.11,24
6.95000000000005,6.05000000000007,143,South East,Nnobi,6.05,6.95,0-20 cm,1,4.5,0.08,1.13,15,248,103.2,27.37,18.4,2.18,0.89,10.1,20.8
6.95000000000005,6.05000000000007,144,South East,Nnobi,6.05,6.95,20-50 cm,2,4.5,0.05,0.72,16,194,70.8,15.64,13.8,1.05,0.67,8.72,21.5
7.38333300000005,6.86666700000006,145,South East,Nsukka,6.866667,7.383333,0-20 cm,1,4.8,0.1,1.25,36,296,76.8,31.28,27.6,5.83,3.4,39.4,43
7.38333300000005,6.86666700000006,146,South East,Nsukka,6.866667,7.383333,20-50 cm,2,4.5,0.08,0.87,20,166,56.4,19.55,11.5,3.18,2.74,30.1,29.1
6.91666700000007,6.26666700000004,147,South East,Ntege,6.266667,6.916667,0-20 cm,1,5,0.02,0.3,3,120,36,39.1,23,3.89,2.87,14.5,18
